concur-invoice-professional-edition-admin-guides/create-a-new-invoice-delegate-configuration-fcf42662.md	Choose New. The Add Delegate Configuration - Invoice page appears.
concur-invoice-professional-edition-admin-guides/create-a-new-invoice-delegate-configuration-fcf42662.md	Each group within your company can only have one Invoice delegate configuration.
concur-invoice-professional-edition-admin-guides/create-a-new-invoice-delegate-configuration-fcf42662.md	The Configuration administrator can restrict the delegates based on the following choices:
concur-invoice-professional-edition-tools-guides/step-2-associate-the-feature-hierarchy-to-the-source-list-bcaf1f5a.md	Click Feature Hierarchies (left menu).
concur-invoice-professional-edition-tools-guides/step-2-associate-the-feature-hierarchy-to-the-source-list-bcaf1f5a.md	In the Source List, select the name of the list you created in Step 1
concur-invoice-professional-edition-admin-guides/professional-edition-fb3e6aa2.md	Select the Invoice Payment feature name.
concur-invoice-professional-edition-admin-guides/professional-edition-fb3e6aa2.md	Select Modify Hierarchy.
concur-invoice-professional-edition-admin-guides/step-1-define-the-cost-object-approver-hierarchy-6e7b7dc6.md	This portion of the configuration requires permissions for the Feature Hierarchies section in Administration.
concur-invoice-professional-edition-admin-guides/understand-the-hierarchy-b65d7089.md	You must define the authorized approver hierarchy (Invoice > Feature Hierarchies)
concur-invoice-professional-edition-admin-guides/hierarchies-7f68a876.md	Hierarchies (explained below).
concur-invoice-professional-edition-tools-guides/create-the-invoice-routing-feature-hierarchy-8b510285.md	the Invoice Routing hierarchy in the Feature Hierarchies area
concur-invoice-professional-edition-tools-guides/overview-of-steps-37e3c289.md	Step 2: Feature Hierarchies
concur-invoice-professional-edition-admin-guides/workflow-667cee21.md	PR hierarchies are set up independently, including Authorized Approval and COA.
concur-invoice-professional-edition-admin-guides/invoice-settings-cace748d.md	The following settings apply globally to invoices.
concur-invoice-professional-edition-admin-guides/purchase-request-settings-b0bce285.md	The following settings apply globally to purchase requests (PR).
concur-invoice-professional-edition-admin-guides/purchase-order-settings-a5a997b4.md	The following settings apply globally to purchase orders (PO).
concur-invoice-professional-edition-admin-guides/purchase-order-settings-a5a997b4.md	Type a number from one to 99.
concur-invoice-professional-edition-admin-guides/available-invoice-settings-8b3411f0.md	The Invoice Settings page includes the following settings used to activate a feature
